Trade #,Type,Signal,Date/Time,Price PLN,Contracts,Profit PLN,Profit %,Cum. Profit PLN,Cum. Profit %,Run-up PLN,Run-up %,Drawdown PLN,Drawdown %
849,Entry Long,Long,2024-09-06 16:00,3.84900,1,0.01,0.26,4.17,0.00,0.01,0.34,0,0.00
848,Exit Short,Close entry(s) order Short,2024-09-06 16:00,3.84800,1,0,0.00,4.16,0.00,0.003,0.08,0,0.00
848,Entry Short,Short,2024-09-06 15:30,3.84800,1,0,0.00,4.16,0.00,0.003,0.08,0,0.00
847,Exit Long,Short,2024-09-06 15:30,3.84800,1,-0.003,-0.08,4.16,0.00,0.002,0.04,0.003,0.08
847,Entry Long,Long,2024-09-06 12:00,3.85100,1,-0.003,-0.08,4.16,0.00,0.002,0.04,0.003,0.08
846,Exit Short,Close entry(s) order Short,2024-09-06 12:00,3.84900,1,0.004,0.10,4.17,0.00,0.01,0.18,0.002,0.05
846,Entry Short,Short,2024-09-06 08:30,3.85300,1,0.004,0.10,4.17,0.00,0.01,0.18,0.002,0.05
845,Exit Long,Close entry(s) order Long,2024-09-05 19:00,3.86100,1,0.02,0.44,4.16,0.00,0.02,0.49,0,0.00
845,Entry Long,Long,2024-09-05 15:30,3.84400,1,0.02,0.44,4.16,0.00,0.02,0.49,0,0.00
844,Exit Short,Close entry(s) order Short,2024-09-05 15:30,3.84300,1,0.001,0.03,4.15,0.00,0.003,0.08,0,0.00
844,Entry Short,Short,2024-09-05 15:00,3.84400,1,0.001,0.03,4.15,0.00,0.003,0.08,0,0.00
843,Exit Long,Short,2024-09-05 15:00,3.84400,1,-0.003,-0.08,4.15,0.00,0,0.00,0.003,0.08
843,Entry Long,Long,2024-09-05 15:00,3.84700,1,-0.003,-0.08,4.15,0.00,0,0.00,0.003,0.08
842,Exit Short,Close entry(s) order Short,2024-09-05 14:30,3.84600,1,0.001,0.03,4.15,0.00,0.003,0.08,0,0.00
842,Entry Short,Short,2024-09-05 14:00,3.84700,1,0.001,0.03,4.15,0.00,0.003,0.08,0,0.00
841,Exit Short,Close entry(s) order Short,2024-09-05 12:30,3.85000,1,0.004,0.10,4.15,0.00,0.01,0.16,0,0.00
841,Entry Short,Short,2024-09-05 11:00,3.85400,1,0.004,0.10,4.15,0.00,0.01,0.16,0,0.00
840,Exit Short,Close entry(s) order Short,2024-09-05 11:00,3.85500,1,0.001,0.03,4.14,0.00,0.002,0.05,0,0.00
840,Entry Short,Short,2024-09-05 09:00,3.85600,1,0.001,0.03,4.14,0.00,0.002,0.05,0,0.00
839,Exit Short,Close entry(s) order Short,2024-09-05 09:00,3.85800,1,0,0.00,4.14,0.00,0.002,0.04,0.001,0.03
839,Entry Short,Short,2024-09-05 08:30,3.85800,1,0,0.00,4.14,0.00,0.002,0.04,0.001,0.03
838,Exit Short,Close entry(s) order Short,2024-09-04 20:00,3.85900,1,0.01,0.31,4.14,0.00,0.01,0.36,0,0.00
838,Entry Short,Short,2024-09-04 16:00,3.87100,1,0.01,0.31,4.14,0.00,0.01,0.36,0,0.00
837,Exit Long,Short,2024-09-04 16:00,3.87100,1,-0.003,-0.08,4.13,0.00,0,0.00,0.003,0.08
837,Entry Long,Long,2024-09-04 15:30,3.87400,1,-0.003,-0.08,4.13,0.00,0,0.00,0.003,0.08
836,Exit Short,Close entry(s) order Short,2024-09-04 13:30,3.87300,1,0.003,0.08,4.13,0.00,0.01,0.18,0,0.00
836,Entry Short,Short,2024-09-04 00:30,3.87600,1,0.003,0.08,4.13,0.00,0.01,0.18,0,0.00
835,Exit Long,Close entry(s) order Long,2024-09-03 21:30,3.88000,1,0.01,0.21,4.13,0.00,0.01,0.26,0,0.00
835,Entry Long,Long,2024-09-03 17:00,3.87200,1,0.01,0.21,4.13,0.00,0.01,0.26,0,0.00
834,Exit Short,Long,2024-09-03 17:00,3.87200,1,-0.004,-0.10,4.12,0.00,0.001,0.03,0.004,0.10
834,Entry Short,Short,2024-09-03 16:30,3.86800,1,-0.004,-0.10,4.12,0.00,0.001,0.03,0.004,0.10
833,Exit Long,Close entry(s) order Long,2024-09-03 16:00,3.87300,1,0.01,0.23,4.13,0.00,0.01,0.31,0,0.00
833,Entry Long,Long,2024-09-03 11:00,3.86400,1,0.01,0.23,4.13,0.00,0.01,0.31,0,0.00
832,Exit Short,Long,2024-09-03 11:00,3.86400,1,-0.002,-0.05,4.12,0.00,0,0.00,0.002,0.05
832,Entry Short,Short,2024-09-03 10:30,3.86200,1,-0.002,-0.05,4.12,0.00,0,0.00,0.002,0.05
831,Exit Long,Close entry(s) order Long,2024-09-03 10:00,3.86300,1,0.001,0.03,4.12,0.00,0.01,0.13,0,0.00
831,Entry Long,Long,2024-09-03 07:30,3.86200,1,0.001,0.03,4.12,0.00,0.01,0.13,0,0.00
830,Exit Short,Close entry(s) order Short,2024-09-03 02:00,3.85800,1,0.01,0.16,4.12,0.00,0.01,0.22,0,0.00
830,Entry Short,Short,2024-09-02 15:30,3.86400,1,0.01,0.16,4.12,0.00,0.01,0.22,0,0.00
829,Exit Short,Close entry(s) order Short,2024-09-02 15:30,3.86500,1,0.01,0.15,4.11,0.00,0.01,0.21,0,0.00
829,Entry Short,Short,2024-09-02 11:00,3.87100,1,0.01,0.15,4.11,0.00,0.01,0.21,0,0.00
828,Exit Long,Short,2024-09-02 11:00,3.87100,1,-0.003,-0.08,4.11,0.00,0.002,0.05,0.003,0.08
828,Entry Long,Long,2024-09-02 10:00,3.87400,1,-0.003,-0.08,4.11,0.00,0.002,0.05,0.003,0.08
827,Exit Short,Close entry(s) order Short,2024-09-02 10:00,3.87000,1,0.01,0.15,4.11,0.00,0.01,0.23,0,0.00
827,Entry Short,Short,2024-09-02 04:00,3.87600,1,0.01,0.15,4.11,0.00,0.01,0.23,0,0.00
826,Exit Long,Close entry(s) order Long,2024-09-02 03:00,3.88000,1,0.003,0.08,4.10,0.00,0.005,0.13,0,0.00
826,Entry Long,Long,2024-09-02 01:30,3.87700,1,0.003,0.08,4.10,0.00,0.005,0.13,0,0.00
825,Exit Long,Close entry(s) order Long,2024-08-30 23:30,3.87500,1,0.01,0.26,4.10,0.00,0.01,0.31,0.002,0.04
825,Entry Long,Long,2024-08-30 18:00,3.86500,1,0.01,0.26,4.10,0.00,0.01,0.31,0.002,0.04
824,Exit Short,Long,2024-08-30 18:00,3.86500,1,-0.001,-0.03,4.09,0.00,0.001,0.03,0.001,0.03
824,Entry Short,Short,2024-08-30 16:30,3.86400,1,-0.001,-0.03,4.09,0.00,0.001,0.03,0.001,0.03
823,Exit Long,Short,2024-08-30 16:30,3.86400,1,0,0.00,4.09,0.00,0.004,0.10,0,0.00
823,Entry Long,Long,2024-08-30 15:30,3.86400,1,0,0.00,4.09,0.00,0.004,0.10,0,0.00
822,Exit Short,Close entry(s) order Short,2024-08-30 15:30,3.86100,1,-0.001,-0.03,4.09,0.00,0.001,0.03,0.001,0.04
822,Entry Short,Short,2024-08-30 14:00,3.86000,1,-0.001,-0.03,4.09,0.00,0.001,0.03,0.001,0.04
821,Exit Short,Close entry(s) order Short,2024-08-30 11:30,3.86200,1,0.01,0.13,4.09,0.00,0.01,0.21,0,0.00
821,Entry Short,Short,2024-08-30 09:30,3.86700,1,0.01,0.13,4.09,0.00,0.01,0.21,0,0.00
820,Exit Short,Close entry(s) order Short,2024-08-30 05:00,3.86900,1,-0.001,-0.03,4.09,0.00,0.002,0.04,0.001,0.03
820,Entry Short,Short,2024-08-30 04:30,3.86800,1,-0.001,-0.03,4.09,0.00,0.002,0.04,0.001,0.03
819,Exit Short,Close entry(s) order Short,2024-08-30 00:00,3.86900,1,0.002,0.05,4.09,0.00,0.01,0.18,0,0.00
819,Entry Short,Short,2024-08-29 18:00,3.87100,1,0.002,0.05,4.09,0.00,0.01,0.18,0,0.00
818,Exit Long,Close entry(s) order Long,2024-08-29 18:00,3.87200,1,0.004,0.10,4.09,0.00,0.01,0.18,0,0.00
818,Entry Long,Long,2024-08-29 16:00,3.86800,1,0.004,0.10,4.09,0.00,0.01,0.18,0,0.00
817,Exit Short,Long,2024-08-29 16:00,3.86800,1,-0.002,-0.05,4.08,0.00,0.002,0.05,0.002,0.05
817,Entry Short,Short,2024-08-29 13:30,3.86600,1,-0.002,-0.05,4.08,0.00,0.002,0.05,0.002,0.05
816,Exit Long,Close entry(s) order Long,2024-08-29 13:30,3.86700,1,0.004,0.10,4.08,0.00,0.01,0.18,0,0.00
816,Entry Long,Long,2024-08-29 11:00,3.86300,1,0.004,0.10,4.08,0.00,0.01,0.18,0,0.00
815,Exit Short,Close entry(s) order Short,2024-08-29 11:00,3.85700,1,0.01,0.18,4.08,0.00,0.01,0.26,0,0.00
815,Entry Short,Short,2024-08-28 23:30,3.86400,1,0.01,0.18,4.08,0.00,0.01,0.26,0,0.00
814,Exit Short,Close entry(s) order Short,2024-08-28 19:00,3.86200,1,0.01,0.13,4.07,0.00,0.01,0.23,0,0.00
814,Entry Short,Short,2024-08-28 17:00,3.86700,1,0.01,0.13,4.07,0.00,0.01,0.23,0,0.00
813,Exit Long,Close entry(s) order Long,2024-08-28 16:00,3.86800,1,0.03,0.83,4.07,0.00,0.03,0.90,0,0.00
813,Entry Long,Long,2024-08-28 07:30,3.83600,1,0.03,0.83,4.07,0.00,0.03,0.90,0,0.00
812,Exit Short,Close entry(s) order Short,2024-08-28 05:30,3.83200,1,0.01,0.16,4.04,0.00,0.01,0.26,0,0.00
812,Entry Short,Short,2024-08-27 20:00,3.83800,1,0.01,0.16,4.04,0.00,0.01,0.26,0,0.00
811,Exit Long,Short,2024-08-27 20:00,3.83800,1,-0.001,-0.03,4.03,0.00,0.002,0.05,0.001,0.03
811,Entry Long,Long,2024-08-27 18:00,3.83900,1,-0.001,-0.03,4.03,0.00,0.002,0.05,0.001,0.03
810,Exit Short,Long,2024-08-27 18:00,3.83900,1,-0.001,-0.03,4.03,0.00,0,0.00,0.001,0.03
810,Entry Short,Short,2024-08-27 17:30,3.83800,1,-0.001,-0.03,4.03,0.00,0,0.00,0.001,0.03
809,Exit Long,Short,2024-08-27 17:30,3.83800,1,0.003,0.08,4.03,0.00,0.01,0.18,0,0.00
809,Entry Long,Long,2024-08-27 15:00,3.83500,1,0.003,0.08,4.03,0.00,0.01,0.18,0,0.00
808,Exit Short,Close entry(s) order Short,2024-08-27 15:00,3.83400,1,0,0.00,4.03,0.00,0.004,0.11,0.002,0.05
808,Entry Short,Short,2024-08-27 11:00,3.83400,1,0,0.00,4.03,0.00,0.004,0.11,0.002,0.05
807,Exit Long,Close entry(s) order Long,2024-08-26 20:00,3.83500,1,-0.001,-0.03,4.03,0.00,0.001,0.03,0.001,0.03
807,Entry Long,Long,2024-08-26 18:30,3.83600,1,-0.001,-0.03,4.03,0.00,0.001,0.03,0.001,0.03
806,Exit Long,Close entry(s) order Long,2024-08-26 17:30,3.83400,1,0.001,0.03,4.03,0.00,0.004,0.10,0,0.00
806,Entry Long,Long,2024-08-26 15:00,3.83300,1,0.001,0.03,4.03,0.00,0.004,0.10,0,0.00
805,Exit Long,Close entry(s) order Long,2024-08-26 11:00,3.82900,1,0.02,0.45,4.03,0.00,0.02,0.50,0,0.00
805,Entry Long,Long,2024-08-26 05:30,3.81200,1,0.02,0.45,4.03,0.00,0.02,0.50,0,0.00
804,Exit Short,Long,2024-08-26 05:30,3.81200,1,0,0.00,4.01,0.00,0.003,0.08,0,0.00
804,Entry Short,Short,2024-08-26 03:30,3.81200,1,0,0.00,4.01,0.00,0.003,0.08,0,0.00
803,Exit Long,Close entry(s) order Long,2024-08-26 01:30,3.81800,1,0.01,0.13,4.01,0.00,0.01,0.24,0,0.00
803,Entry Long,Long,2024-08-26 00:00,3.81300,1,0.01,0.13,4.01,0.00,0.01,0.24,0,0.00
802,Exit Short,Long,2024-08-26 00:00,3.81300,1,-0.001,-0.03,4.01,0.00,0.001,0.04,0.001,0.03
802,Entry Short,Short,2024-08-26 00:00,3.81200,1,-0.001,-0.03,4.01,0.00,0.001,0.04,0.001,0.03
801,Exit Long,Short,2024-08-26 00:00,3.81200,1,-0.001,-0.03,4.01,0.00,0,0.00,0.002,0.05
801,Entry Long,Long,2024-08-23 22:30,3.81300,1,-0.001,-0.03,4.01,0.00,0,0.00,0.002,0.05
800,Exit Short,Long,2024-08-23 22:30,3.81300,1,0,0.00,4.01,0.00,0.001,0.03,0.001,0.03
800,Entry Short,Short,2024-08-23 21:30,3.81300,1,0,0.00,4.01,0.00,0.001,0.03,0.001,0.03
799,Exit Long,Short,2024-08-23 21:30,3.81300,1,-0.01,-0.13,4.01,0.00,0.001,0.03,0.01,0.16
799,Entry Long,Long,2024-08-23 18:30,3.81800,1,-0.01,-0.13,4.01,0.00,0.001,0.03,0.01,0.16
798,Exit Short,Close entry(s) order Short,2024-08-23 18:30,3.81400,1,0.03,0.83,4.01,0.00,0.03,0.88,0,0.00
798,Entry Short,Short,2024-08-23 17:00,3.84600,1,0.03,0.83,4.01,0.00,0.03,0.88,0,0.00
797,Exit Long,Short,2024-08-23 17:00,3.84600,1,-0.004,-0.10,3.98,0.00,0,0.00,0.004,0.10
797,Entry Long,Long,2024-08-23 17:00,3.85000,1,-0.004,-0.10,3.98,0.00,0,0.00,0.004,0.10
796,Exit Short,Close entry(s) order Short,2024-08-23 14:00,3.84700,1,0.01,0.18,3.99,0.00,0.01,0.26,0.0001,0.00
796,Entry Short,Short,2024-08-23 01:00,3.85400,1,0.01,0.18,3.99,0.00,0.01,0.26,0.0001,0.00
795,Exit Long,Close entry(s) order Long,2024-08-22 23:30,3.85600,1,-0.001,-0.03,3.98,0.00,0,0.00,0.001,0.03
795,Entry Long,Long,2024-08-22 23:30,3.85700,1,-0.001,-0.03,3.98,0.00,0,0.00,0.001,0.03
794,Exit Long,Close entry(s) order Long,2024-08-22 17:30,3.85700,1,0.01,0.39,3.98,0.00,0.02,0.44,0,0.00
794,Entry Long,Long,2024-08-22 14:00,3.84200,1,0.01,0.39,3.98,0.00,0.02,0.44,0,0.00
793,Exit Short,Long,2024-08-22 14:00,3.84200,1,-0.002,-0.05,3.97,0.00,0.002,0.05,0.002,0.05
793,Entry Short,Short,2024-08-22 13:30,3.84000,1,-0.002,-0.05,3.97,0.00,0.002,0.05,0.002,0.05
792,Exit Long,Close entry(s) order Long,2024-08-22 12:30,3.84500,1,0.01,0.21,3.97,0.00,0.01,0.26,0.001,0.03
792,Entry Long,Long,2024-08-21 22:30,3.83700,1,0.01,0.21,3.97,0.00,0.01,0.26,0.001,0.03
791,Exit Short,Close entry(s) order Short,2024-08-21 21:30,3.83300,1,0.02,0.49,3.96,0.00,0.02,0.55,0,0.00
791,Entry Short,Short,2024-08-21 18:00,3.85200,1,0.02,0.49,3.96,0.00,0.02,0.55,0,0.00
790,Exit Long,Close entry(s) order Long,2024-08-21 17:00,3.85500,1,-0.001,-0.03,3.94,0.00,0,0.00,0.001,0.03
790,Entry Long,Long,2024-08-21 17:00,3.85600,1,-0.001,-0.03,3.94,0.00,0,0.00,0.001,0.03
789,Exit Long,Close entry(s) order Long,2024-08-21 14:30,3.85600,1,0.001,0.03,3.94,0.00,0.003,0.08,0,0.00
789,Entry Long,Long,2024-08-21 14:00,3.85500,1,0.001,0.03,3.94,0.00,0.003,0.08,0,0.00
788,Exit Long,Close entry(s) order Long,2024-08-21 13:30,3.85200,1,0.01,0.16,3.94,0.00,0.01,0.28,0,0.00
788,Entry Long,Long,2024-08-21 09:00,3.84600,1,0.01,0.16,3.94,0.00,0.01,0.28,0,0.00
787,Exit Short,Long,2024-08-21 09:00,3.84600,1,-0.002,-0.05,3.93,0.00,0.002,0.06,0.002,0.05
787,Entry Short,Short,2024-08-20 22:00,3.84400,1,-0.002,-0.05,3.93,0.00,0.002,0.06,0.002,0.05
786,Exit Long,Close entry(s) order Long,2024-08-20 20:30,3.84800,1,0.002,0.05,3.94,0.00,0.01,0.18,0.002,0.05
786,Entry Long,Long,2024-08-20 17:30,3.84600,1,0.002,0.05,3.94,0.00,0.01,0.18,0.002,0.05
785,Exit Short,Long,2024-08-20 17:30,3.84600,1,0.001,0.03,3.93,0.00,0.004,0.10,0,0.00
785,Entry Short,Short,2024-08-20 15:30,3.84700,1,0.001,0.03,3.93,0.00,0.004,0.10,0,0.00
784,Exit Long,Close entry(s) order Long,2024-08-20 15:00,3.84800,1,-0.003,-0.08,3.93,0.00,0.002,0.05,0.003,0.08
784,Entry Long,Long,2024-08-20 10:00,3.85100,1,-0.003,-0.08,3.93,0.00,0.002,0.05,0.003,0.08
783,Exit Short,Close entry(s) order Short,2024-08-20 06:30,3.85000,1,0.01,0.34,3.94,0.00,0.02,0.41,0,0.00
783,Entry Short,Short,2024-08-19 17:00,3.86300,1,0.01,0.34,3.94,0.00,0.02,0.41,0,0.00
782,Exit Long,Close entry(s) order Long,2024-08-19 15:30,3.86800,1,0,0.00,3.92,0.00,0.002,0.05,0,0.00
782,Entry Long,Long,2024-08-19 15:00,3.86800,1,0,0.00,3.92,0.00,0.002,0.05,0,0.00
781,Exit Long,Close entry(s) order Long,2024-08-19 15:00,3.86700,1,0.003,0.08,3.92,0.00,0.01,0.20,0.0001,0.00
781,Entry Long,Long,2024-08-19 09:00,3.86400,1,0.003,0.08,3.92,0.00,0.01,0.20,0.0001,0.00
780,Exit Short,Long,2024-08-19 09:00,3.86400,1,0.004,0.10,3.92,0.00,0.01,0.18,0,0.00
780,Entry Short,Short,2024-08-19 04:00,3.86800,1,0.004,0.10,3.92,0.00,0.01,0.18,0,0.00
779,Exit Long,Short,2024-08-19 04:00,3.86800,1,-0.003,-0.08,3.92,0.00,0.004,0.10,0.003,0.08
779,Entry Long,Long,2024-08-19 00:00,3.87100,1,-0.003,-0.08,3.92,0.00,0.004,0.10,0.003,0.08
778,Exit Short,Close entry(s) order Short,2024-08-19 00:00,3.86800,1,0.01,0.31,3.92,0.00,0.01,0.36,0,0.00
778,Entry Short,Short,2024-08-16 19:00,3.88000,1,0.01,0.31,3.92,0.00,0.01,0.36,0,0.00
777,Exit Long,Short,2024-08-16 19:00,3.88000,1,-0.01,-0.15,3.91,0.00,0,0.00,0.01,0.15
777,Entry Long,Long,2024-08-16 17:30,3.88600,1,-0.01,-0.15,3.91,0.00,0,0.00,0.01,0.15
776,Exit Short,Close entry(s) order Short,2024-08-16 17:00,3.88100,1,0.02,0.59,3.91,0.00,0.02,0.64,0,0.00
776,Entry Short,Short,2024-08-16 09:00,3.90400,1,0.02,0.59,3.91,0.00,0.02,0.64,0,0.00
775,Exit Long,Close entry(s) order Long,2024-08-16 07:30,3.90600,1,-0.001,-0.03,3.89,0.00,0.002,0.05,0.001,0.03
775,Entry Long,Long,2024-08-15 23:00,3.90700,1,-0.001,-0.03,3.89,0.00,0.002,0.05,0.001,0.03
774,Exit Long,Close entry(s) order Long,2024-08-15 16:30,3.90700,1,0.02,0.46,3.89,0.00,0.02,0.51,0,0.00
774,Entry Long,Long,2024-08-15 15:30,3.88900,1,0.02,0.46,3.89,0.00,0.02,0.51,0,0.00
773,Exit Short,Long,2024-08-15 15:30,3.88900,1,-0.002,-0.05,3.87,0.00,0.001,0.04,0.002,0.05
773,Entry Short,Short,2024-08-15 13:30,3.88700,1,-0.002,-0.05,3.87,0.00,0.001,0.04,0.002,0.05
772,Exit Long,Close entry(s) order Long,2024-08-15 09:00,3.89600,1,0.01,0.28,3.88,0.00,0.01,0.36,0,0.00
772,Entry Long,Long,2024-08-14 18:00,3.88500,1,0.01,0.28,3.88,0.00,0.01,0.36,0,0.00
771,Exit Short,Close entry(s) order Short,2024-08-14 18:00,3.88400,1,0.01,0.15,3.86,0.00,0.01,0.21,0,0.00
771,Entry Short,Short,2024-08-14 16:30,3.89000,1,0.01,0.15,3.86,0.00,0.01,0.21,0,0.00
770,Exit Long,Close entry(s) order Long,2024-08-14 16:00,3.89500,1,-0.001,-0.03,3.86,0.00,0.003,0.08,0.002,0.05
770,Entry Long,Long,2024-08-14 10:30,3.89600,1,-0.001,-0.03,3.86,0.00,0.003,0.08,0.002,0.05
769,Exit Short,Close entry(s) order Short,2024-08-14 10:30,3.89500,1,0.001,0.03,3.86,0.00,0.003,0.08,0,0.00
769,Entry Short,Short,2024-08-14 10:00,3.89600,1,0.001,0.03,3.86,0.00,0.003,0.08,0,0.00
768,Exit Long,Short,2024-08-14 10:00,3.89600,1,-0.01,-0.15,3.86,0.00,0,0.00,0.01,0.15
768,Entry Long,Long,2024-08-14 09:00,3.90200,1,-0.01,-0.15,3.86,0.00,0,0.00,0.01,0.15
767,Exit Short,Close entry(s) order Short,2024-08-14 00:30,3.90200,1,0.01,0.23,3.86,0.00,0.01,0.29,0,0.00
767,Entry Short,Short,2024-08-13 20:00,3.91100,1,0.01,0.23,3.86,0.00,0.01,0.29,0,0.00
766,Exit Short,Close entry(s) order Short,2024-08-13 17:30,3.91600,1,0.02,0.38,3.86,0.00,0.02,0.41,0,0.00
766,Entry Short,Short,2024-08-13 12:30,3.93100,1,0.02,0.38,3.86,0.00,0.02,0.41,0,0.00
765,Exit Long,Short,2024-08-13 12:30,3.93100,1,-0.002,-0.05,3.84,0.00,0.002,0.05,0.002,0.05
765,Entry Long,Long,2024-08-13 11:00,3.93300,1,-0.002,-0.05,3.84,0.00,0.002,0.05,0.002,0.05
764,Exit Short,Long,2024-08-13 11:00,3.93300,1,0.002,0.05,3.84,0.00,0.01,0.13,0,0.00
764,Entry Short,Short,2024-08-13 09:30,3.93500,1,0.002,0.05,3.84,0.00,0.01,0.13,0,0.00
763,Exit Long,Close entry(s) order Long,2024-08-13 07:00,3.93700,1,-0.001,-0.03,3.84,0.00,0.003,0.08,0.002,0.05
763,Entry Long,Long,2024-08-12 19:30,3.93800,1,-0.001,-0.03,3.84,0.00,0.003,0.08,0.002,0.05
762,Exit Short,Close entry(s) order Short,2024-08-12 19:00,3.93600,1,0.002,0.05,3.84,0.00,0.005,0.13,0,0.00
762,Entry Short,Short,2024-08-12 17:30,3.93800,1,0.002,0.05,3.84,0.00,0.005,0.13,0,0.00
761,Exit Short,Close entry(s) order Short,2024-08-12 14:00,3.94200,1,0.02,0.38,3.84,0.00,0.02,0.43,0.001,0.01
761,Entry Short,Short,2024-08-12 08:00,3.95700,1,0.02,0.38,3.84,0.00,0.02,0.43,0.001,0.01
760,Exit Long,Short,2024-08-12 08:00,3.95700,1,-0.002,-0.05,3.82,0.00,0,0.00,0.002,0.05
760,Entry Long,Long,2024-08-12 07:30,3.95900,1,-0.002,-0.05,3.82,0.00,0,0.00,0.002,0.05
759,Exit Short,Close entry(s) order Short,2024-08-12 06:00,3.95800,1,-0.001,-0.03,3.83,0.00,0.001,0.03,0.001,0.03
759,Entry Short,Short,2024-08-12 04:00,3.95700,1,-0.001,-0.03,3.83,0.00,0.001,0.03,0.001,0.03
758,Exit Short,Close entry(s) order Short,2024-08-12 01:00,3.95900,1,0.003,0.08,3.83,0.00,0.01,0.20,0,0.00
758,Entry Short,Short,2024-08-09 16:30,3.96200,1,0.003,0.08,3.83,0.00,0.01,0.20,0,0.00
757,Exit Long,Short,2024-08-09 16:30,3.96200,1,0.001,0.03,3.82,0.00,0.005,0.13,0,0.00
757,Entry Long,Long,2024-08-09 12:30,3.96100,1,0.001,0.03,3.82,0.00,0.005,0.13,0,0.00
756,Exit Short,Close entry(s) order Short,2024-08-09 10:30,3.95700,1,0.01,0.20,3.82,0.00,0.01,0.28,0.001,0.03
756,Entry Short,Short,2024-08-08 18:00,3.96500,1,0.01,0.20,3.82,0.00,0.01,0.28,0.001,0.03
755,Exit Long,Close entry(s) order Long,2024-08-08 17:30,3.96800,1,0.01,0.33,3.82,0.00,0.01,0.38,0,0.00
755,Entry Long,Long,2024-08-08 15:30,3.95500,1,0.01,0.33,3.82,0.00,0.01,0.38,0,0.00
754,Exit Short,Close entry(s) order Short,2024-08-08 15:30,3.95400,1,-0.001,-0.03,3.80,0.00,0.001,0.03,0.001,0.03
754,Entry Short,Short,2024-08-08 14:30,3.95300,1,-0.001,-0.03,3.80,0.00,0.001,0.03,0.001,0.03
753,Exit Long,Short,2024-08-08 14:30,3.95300,1,-0.002,-0.05,3.80,0.00,0.002,0.05,0.002,0.05
753,Entry Long,Long,2024-08-08 12:00,3.95500,1,-0.002,-0.05,3.80,0.00,0.002,0.05,0.002,0.05
752,Exit Short,Close entry(s) order Short,2024-08-08 12:00,3.95200,1,-0.001,-0.03,3.81,0.00,0,0.00,0.001,0.03
752,Entry Short,Short,2024-08-08 12:00,3.95100,1,-0.001,-0.03,3.81,0.00,0,0.00,0.001,0.03
751,Exit Short,Close entry(s) order Short,2024-08-08 10:30,3.95100,1,0.01,0.15,3.81,0.00,0.01,0.23,0.002,0.05
751,Entry Short,Short,2024-08-08 02:00,3.95700,1,0.01,0.15,3.81,0.00,0.01,0.23,0.002,0.05
750,Exit Long,Short,2024-08-08 02:00,3.95700,1,0,0.00,3.80,0.00,0.004,0.10,0,0.00
750,Entry Long,Long,2024-08-07 19:00,3.95700,1,0,0.00,3.80,0.00,0.004,0.10,0,0.00
749,Exit Short,Close entry(s) order Short,2024-08-07 19:00,3.95600,1,0,0.00,3.80,0.00,0.004,0.10,0,0.00
749,Entry Short,Short,2024-08-07 16:00,3.95600,1,0,0.00,3.80,0.00,0.004,0.10,0,0.00
748,Exit Long,Close entry(s) order Long,2024-08-07 15:30,3.95700,1,0.001,0.03,3.80,0.00,0.004,0.10,0,0.00
748,Entry Long,Long,2024-08-07 15:00,3.95600,1,0.001,0.03,3.80,0.00,0.004,0.10,0,0.00
747,Exit Short,Long,2024-08-07 15:00,3.95600,1,-0.003,-0.08,3.80,0.00,0.002,0.05,0.003,0.08
747,Entry Short,Short,2024-08-07 14:00,3.95300,1,-0.003,-0.08,3.80,0.00,0.002,0.05,0.003,0.08
746,Exit Long,Close entry(s) order Long,2024-08-07 14:00,3.95400,1,0.003,0.08,3.80,0.00,0.01,0.15,0,0.00
746,Entry Long,Long,2024-08-07 11:30,3.95100,1,0.003,0.08,3.80,0.00,0.01,0.15,0,0.00
745,Exit Short,Close entry(s) order Short,2024-08-06 23:00,3.94400,1,0.01,0.18,3.80,0.00,0.01,0.25,0.003,0.08
745,Entry Short,Short,2024-08-06 14:30,3.95100,1,0.01,0.18,3.80,0.00,0.01,0.25,0.003,0.08
744,Exit Long,Close entry(s) order Long,2024-08-06 13:30,3.95600,1,0.03,0.82,3.79,0.00,0.03,0.88,0,0.00
744,Entry Long,Long,2024-08-06 09:30,3.92400,1,0.03,0.82,3.79,0.00,0.03,0.88,0,0.00
743,Exit Short,Long,2024-08-06 09:30,3.92400,1,-0.002,-0.05,3.76,0.00,0.001,0.03,0.002,0.05
743,Entry Short,Short,2024-08-06 09:00,3.92200,1,-0.002,-0.05,3.76,0.00,0.001,0.03,0.002,0.05
742,Exit Long,Close entry(s) order Long,2024-08-06 09:00,3.92400,1,-0.001,-0.03,3.76,0.00,0,0.00,0.001,0.03
742,Entry Long,Long,2024-08-06 09:00,3.92500,1,-0.001,-0.03,3.76,0.00,0,0.00,0.001,0.03
741,Exit Long,Close entry(s) order Long,2024-08-06 03:30,3.92500,1,0.003,0.08,3.76,0.00,0.01,0.15,0,0.00
741,Entry Long,Long,2024-08-05 20:30,3.92200,1,0.003,0.08,3.76,0.00,0.01,0.15,0,0.00
740,Exit Short,Close entry(s) order Short,2024-08-05 20:30,3.92100,1,0,0.00,3.76,0.00,0.003,0.08,0,0.00
740,Entry Short,Short,2024-08-05 17:30,3.92100,1,0,0.00,3.76,0.00,0.003,0.08,0,0.00
739,Exit Long,Short,2024-08-05 17:30,3.92100,1,-0.005,-0.13,3.76,0.00,0.001,0.03,0.005,0.13
