Trade #,Type,Signal,Date/Time,Price PLN,Contracts,Profit PLN,Profit %,Cum. Profit PLN,Cum. Profit %,Run-up PLN,Run-up %,Drawdown PLN,Drawdown %
596,Exit Short,Long,2024-06-26 09:00,4.01500,1,-0.002,-0.05,3.23,0.00,0.002,0.05,0.002,0.05
596,Entry Short,Short,2024-06-26 02:30,4.01300,1,-0.002,-0.05,3.23,0.00,0.002,0.05,0.002,0.05
595,Exit Long,Close entry(s) order Long,2024-06-25 18:30,4.02000,1,0.02,0.53,3.23,0.00,0.02,0.58,0,0.00
595,Entry Long,Long,2024-06-25 12:00,3.99900,1,0.02,0.53,3.23,0.00,0.02,0.58,0,0.00
594,Exit Long,Close entry(s) order Long,2024-06-25 12:00,3.99800,1,0,0.00,3.21,0.00,0.004,0.10,0.001,0.03
594,Entry Long,Long,2024-06-25 09:00,3.99800,1,0,0.00,3.21,0.00,0.004,0.10,0.001,0.03
593,Exit Short,Long,2024-06-25 09:00,3.99800,1,-0.001,-0.03,3.21,0.00,0.002,0.04,0.001,0.03
593,Entry Short,Short,2024-06-25 09:00,3.99700,1,-0.001,-0.03,3.21,0.00,0.002,0.04,0.001,0.03
592,Exit Long,Close entry(s) order Long,2024-06-25 06:00,3.99800,1,-0.004,-0.10,3.21,0.00,0.003,0.07,0.004,0.10
592,Entry Long,Long,2024-06-24 17:30,4.00200,1,-0.004,-0.10,3.21,0.00,0.003,0.07,0.004,0.10
591,Exit Short,Close entry(s) order Short,2024-06-24 17:00,3.99900,1,0.05,1.16,3.22,0.00,0.05,1.21,0.001,0.03
591,Entry Short,Short,2024-06-24 08:30,4.04600,1,0.05,1.16,3.22,0.00,0.05,1.21,0.001,0.03
590,Exit Short,Close entry(s) order Short,2024-06-24 03:30,4.04700,1,0.001,0.02,3.17,0.00,0.003,0.08,0,0.00
590,Entry Short,Short,2024-06-21 19:30,4.04800,1,0.001,0.02,3.17,0.00,0.003,0.08,0,0.00
589,Exit Long,Short,2024-06-21 19:30,4.04800,1,-0.002,-0.05,3.17,0.00,0.001,0.03,0.002,0.05
589,Entry Long,Long,2024-06-21 18:30,4.05000,1,-0.002,-0.05,3.17,0.00,0.001,0.03,0.002,0.05
588,Exit Short,Close entry(s) order Short,2024-06-21 17:30,4.04700,1,-0.001,-0.02,3.17,0.00,0.001,0.02,0.001,0.02
588,Entry Short,Short,2024-06-21 17:00,4.04600,1,-0.001,-0.02,3.17,0.00,0.001,0.02,0.001,0.02
587,Exit Short,Close entry(s) order Short,2024-06-21 16:30,4.04700,1,0.005,0.12,3.17,0.00,0.01,0.22,0.003,0.07
587,Entry Short,Short,2024-06-21 12:30,4.05200,1,0.005,0.12,3.17,0.00,0.01,0.22,0.003,0.07
586,Exit Long,Close entry(s) order Long,2024-06-21 11:30,4.05500,1,0.01,0.30,3.17,0.00,0.01,0.35,0,0.00
586,Entry Long,Long,2024-06-21 09:30,4.04300,1,0.01,0.30,3.17,0.00,0.01,0.35,0,0.00
585,Exit Long,Close entry(s) order Long,2024-06-21 05:00,4.04100,1,-0.001,-0.02,3.15,0.00,0.001,0.03,0.001,0.02
585,Entry Long,Long,2024-06-20 23:00,4.04200,1,-0.001,-0.02,3.15,0.00,0.001,0.03,0.001,0.02
584,Exit Long,Close entry(s) order Long,2024-06-20 22:00,4.04100,1,0.01,0.22,3.15,0.00,0.01,0.29,0,0.00
584,Entry Long,Long,2024-06-20 15:30,4.03200,1,0.01,0.22,3.15,0.00,0.01,0.29,0,0.00
583,Exit Short,Long,2024-06-20 15:30,4.03200,1,-0.004,-0.10,3.15,0.00,0,0.00,0.004,0.10
583,Entry Short,Short,2024-06-20 14:30,4.02800,1,-0.004,-0.10,3.15,0.00,0,0.00,0.004,0.10
582,Exit Long,Close entry(s) order Long,2024-06-20 13:00,4.03100,1,0.01,0.15,3.15,0.00,0.01,0.26,0,0.00
582,Entry Long,Long,2024-06-20 10:30,4.02500,1,0.01,0.15,3.15,0.00,0.01,0.26,0,0.00
581,Exit Short,Long,2024-06-20 10:30,4.02500,1,-0.001,-0.02,3.14,0.00,0.001,0.02,0.001,0.02
581,Entry Short,Short,2024-06-20 10:00,4.02400,1,-0.001,-0.02,3.14,0.00,0.001,0.02,0.001,0.02
580,Exit Long,Short,2024-06-20 10:00,4.02400,1,-0.003,-0.07,3.14,0.00,0.002,0.05,0.003,0.07
580,Entry Long,Long,2024-06-20 08:00,4.02700,1,-0.003,-0.07,3.14,0.00,0.002,0.05,0.003,0.07
579,Exit Short,Close entry(s) order Short,2024-06-20 05:30,4.02600,1,-0.001,-0.02,3.15,0.00,0.001,0.04,0.001,0.02
579,Entry Short,Short,2024-06-20 00:00,4.02500,1,-0.001,-0.02,3.15,0.00,0.001,0.04,0.001,0.02
578,Exit Short,Close entry(s) order Short,2024-06-19 19:30,4.02700,1,0.001,0.02,3.15,0.00,0.004,0.09,0,0.00
578,Entry Short,Short,2024-06-19 17:00,4.02800,1,0.001,0.02,3.15,0.00,0.004,0.09,0,0.00
577,Exit Short,Close entry(s) order Short,2024-06-19 17:00,4.02900,1,0.01,0.17,3.15,0.00,0.01,0.22,0.003,0.07
577,Entry Short,Short,2024-06-19 12:30,4.03600,1,0.01,0.17,3.15,0.00,0.01,0.22,0.003,0.07
576,Exit Long,Close entry(s) order Long,2024-06-19 11:30,4.04300,1,0.01,0.30,3.14,0.00,0.01,0.36,0,0.00
576,Entry Long,Long,2024-06-18 17:30,4.03100,1,0.01,0.30,3.14,0.00,0.01,0.36,0,0.00
575,Exit Short,Close entry(s) order Short,2024-06-18 17:30,4.02800,1,0.02,0.62,3.13,0.00,0.03,0.67,0,0.00
575,Entry Short,Short,2024-06-18 15:30,4.05300,1,0.02,0.62,3.13,0.00,0.03,0.67,0,0.00
574,Exit Long,Close entry(s) order Long,2024-06-18 15:00,4.06100,1,0.01,0.27,3.10,0.00,0.01,0.32,0,0.00
574,Entry Long,Long,2024-06-18 10:30,4.05000,1,0.01,0.27,3.10,0.00,0.01,0.32,0,0.00
573,Exit Short,Long,2024-06-18 10:30,4.05000,1,0,0.00,3.09,0.00,0.003,0.07,0,0.00
573,Entry Short,Short,2024-06-18 10:00,4.05000,1,0,0.00,3.09,0.00,0.003,0.07,0,0.00
572,Exit Long,Short,2024-06-18 10:00,4.05000,1,-0.003,-0.07,3.09,0.00,0.003,0.07,0.003,0.07
572,Entry Long,Long,2024-06-18 06:30,4.05300,1,-0.003,-0.07,3.09,0.00,0.003,0.07,0.003,0.07
571,Exit Short,Close entry(s) order Short,2024-06-18 04:00,4.04900,1,0.02,0.44,3.10,0.00,0.02,0.49,0,0.00
571,Entry Short,Short,2024-06-17 18:00,4.06700,1,0.02,0.44,3.10,0.00,0.02,0.49,0,0.00
570,Exit Short,Close entry(s) order Short,2024-06-17 12:30,4.07000,1,0.02,0.46,3.08,0.00,0.02,0.51,0,0.00
570,Entry Short,Short,2024-06-17 09:30,4.08900,1,0.02,0.46,3.08,0.00,0.02,0.51,0,0.00
569,Exit Short,Close entry(s) order Short,2024-06-17 08:30,4.09100,1,0.01,0.20,3.06,0.00,0.01,0.29,0,0.00
569,Entry Short,Short,2024-06-14 17:30,4.09900,1,0.01,0.20,3.06,0.00,0.01,0.29,0,0.00
568,Exit Long,Short,2024-06-14 17:30,4.09900,1,0.002,0.05,3.05,0.00,0.004,0.10,0,0.00
568,Entry Long,Long,2024-06-14 16:00,4.09700,1,0.002,0.05,3.05,0.00,0.004,0.10,0,0.00
567,Exit Short,Close entry(s) order Short,2024-06-14 16:00,4.09200,1,-0.005,-0.12,3.05,0.00,0.002,0.05,0.005,0.12
567,Entry Short,Short,2024-06-14 13:00,4.08700,1,-0.005,-0.12,3.05,0.00,0.002,0.05,0.005,0.12
566,Exit Long,Close entry(s) order Long,2024-06-14 13:00,4.08800,1,0.03,0.81,3.05,0.00,0.04,0.86,0,0.00
566,Entry Long,Long,2024-06-14 10:00,4.05500,1,0.03,0.81,3.05,0.00,0.04,0.86,0,0.00
565,Exit Long,Close entry(s) order Long,2024-06-13 22:00,4.04800,1,0.02,0.52,3.02,0.00,0.02,0.57,0,0.00
565,Entry Long,Long,2024-06-13 17:00,4.02700,1,0.02,0.52,3.02,0.00,0.02,0.57,0,0.00
564,Exit Short,Close entry(s) order Short,2024-06-13 16:30,4.02500,1,0.001,0.02,3.00,0.00,0.01,0.15,0,0.00
564,Entry Short,Short,2024-06-13 15:30,4.02600,1,0.001,0.02,3.00,0.00,0.01,0.15,0,0.00
563,Exit Long,Close entry(s) order Long,2024-06-13 15:00,4.03100,1,0.02,0.52,3.00,0.00,0.02,0.57,0,0.00
563,Entry Long,Long,2024-06-13 11:30,4.01000,1,0.02,0.52,3.00,0.00,0.02,0.57,0,0.00
562,Exit Short,Long,2024-06-13 11:30,4.01000,1,-0.004,-0.10,2.98,0.00,0,0.00,0.004,0.10
562,Entry Short,Short,2024-06-13 11:00,4.00600,1,-0.004,-0.10,2.98,0.00,0,0.00,0.004,0.10
561,Exit Long,Close entry(s) order Long,2024-06-13 09:30,4.01300,1,0.002,0.05,2.98,0.00,0.004,0.10,0,0.00
561,Entry Long,Long,2024-06-13 09:00,4.01100,1,0.002,0.05,2.98,0.00,0.004,0.10,0,0.00
560,Exit Long,Close entry(s) order Long,2024-06-13 00:30,4.00700,1,0.01,0.30,2.98,0.00,0.02,0.38,0.005,0.13
560,Entry Long,Long,2024-06-12 16:30,3.99500,1,0.01,0.30,2.98,0.00,0.02,0.38,0.005,0.13
559,Exit Short,Close entry(s) order Short,2024-06-12 16:30,3.99200,1,0.04,0.97,2.97,0.00,0.04,1.02,0,0.00
559,Entry Short,Short,2024-06-12 15:30,4.03100,1,0.04,0.97,2.97,0.00,0.04,1.02,0,0.00
558,Exit Short,Close entry(s) order Short,2024-06-12 15:00,4.03400,1,-0.001,-0.02,2.93,0.00,0.002,0.04,0.001,0.02
558,Entry Short,Short,2024-06-12 12:30,4.03300,1,-0.001,-0.02,2.93,0.00,0.002,0.04,0.001,0.02
557,Exit Short,Close entry(s) order Short,2024-06-12 12:00,4.03400,1,0.004,0.10,2.93,0.00,0.01,0.15,0,0.00
557,Entry Short,Short,2024-06-12 11:00,4.03800,1,0.004,0.10,2.93,0.00,0.01,0.15,0,0.00
556,Exit Short,Close entry(s) order Short,2024-06-12 10:30,4.03900,1,0.01,0.15,2.93,0.00,0.01,0.17,0,0.00
556,Entry Short,Short,2024-06-11 19:00,4.04500,1,0.01,0.15,2.93,0.00,0.01,0.17,0,0.00
555,Exit Long,Close entry(s) order Long,2024-06-11 17:00,4.04800,1,0.005,0.12,2.92,0.00,0.01,0.17,0,0.00
555,Entry Long,Long,2024-06-11 13:30,4.04300,1,0.005,0.12,2.92,0.00,0.01,0.17,0,0.00
554,Exit Short,Long,2024-06-11 13:30,4.04300,1,-0.01,-0.15,2.91,0.00,0.001,0.02,0.01,0.15
554,Entry Short,Short,2024-06-11 12:30,4.03700,1,-0.01,-0.15,2.91,0.00,0.001,0.02,0.01,0.15
553,Exit Long,Close entry(s) order Long,2024-06-11 12:30,4.04100,1,0.02,0.45,2.92,0.00,0.02,0.50,0,0.00
553,Entry Long,Long,2024-06-11 10:00,4.02300,1,0.02,0.45,2.92,0.00,0.02,0.50,0,0.00
552,Exit Short,Close entry(s) order Short,2024-06-11 09:30,4.01500,1,0.01,0.35,2.90,0.00,0.02,0.40,0,0.00
552,Entry Short,Short,2024-06-10 18:30,4.02900,1,0.01,0.35,2.90,0.00,0.02,0.40,0,0.00
551,Exit Short,Close entry(s) order Short,2024-06-10 15:30,4.02500,1,0.01,0.20,2.89,0.00,0.01,0.30,0,0.00
551,Entry Short,Short,2024-06-10 14:00,4.03300,1,0.01,0.20,2.89,0.00,0.01,0.30,0,0.00
550,Exit Long,Close entry(s) order Long,2024-06-10 14:00,4.03400,1,0.01,0.35,2.88,0.00,0.02,0.40,0,0.00
550,Entry Long,Long,2024-06-10 12:30,4.02000,1,0.01,0.35,2.88,0.00,0.02,0.40,0,0.00
549,Exit Short,Close entry(s) order Short,2024-06-10 11:30,4.01000,1,0.003,0.07,2.87,0.00,0.01,0.20,0.003,0.07
549,Entry Short,Short,2024-06-10 09:30,4.01300,1,0.003,0.07,2.87,0.00,0.01,0.20,0.003,0.07
548,Exit Long,Short,2024-06-10 09:30,4.01300,1,0.004,0.10,2.86,0.00,0.005,0.12,0,0.00
548,Entry Long,Long,2024-06-10 06:30,4.00900,1,0.004,0.10,2.86,0.00,0.005,0.12,0,0.00
547,Exit Short,Long,2024-06-10 06:30,4.00900,1,-0.01,-0.17,2.86,0.00,0.003,0.07,0.01,0.17
547,Entry Short,Short,2024-06-10 01:00,4.00200,1,-0.01,-0.17,2.86,0.00,0.003,0.07,0.01,0.17
546,Exit Long,Close entry(s) order Long,2024-06-10 01:00,4.00300,1,0.06,1.62,2.87,0.00,0.07,1.70,0,0.00
546,Entry Long,Long,2024-06-07 15:30,3.93900,1,0.06,1.62,2.87,0.00,0.07,1.70,0,0.00
545,Exit Long,Close entry(s) order Long,2024-06-07 14:30,3.93700,1,0.01,0.18,2.80,0.00,0.01,0.27,0,0.00
545,Entry Long,Long,2024-06-06 23:30,3.93000,1,0.01,0.18,2.80,0.00,0.01,0.27,0,0.00
544,Exit Short,Close entry(s) order Short,2024-06-06 22:30,3.92600,1,0.02,0.61,2.80,0.00,0.03,0.66,0,0.00
544,Entry Short,Short,2024-06-06 16:30,3.95000,1,0.02,0.61,2.80,0.00,0.03,0.66,0,0.00
543,Exit Long,Short,2024-06-06 16:30,3.95000,1,-0.001,-0.03,2.77,0.00,0,0.00,0.001,0.03
543,Entry Long,Long,2024-06-06 16:30,3.95100,1,-0.001,-0.03,2.77,0.00,0,0.00,0.001,0.03
542,Exit Short,Long,2024-06-06 16:30,3.95100,1,0,0.00,2.77,0.00,0.004,0.10,0.001,0.03
542,Entry Short,Short,2024-06-06 15:00,3.95100,1,0,0.00,2.77,0.00,0.004,0.10,0.001,0.03
541,Exit Long,Close entry(s) order Long,2024-06-06 15:00,3.95500,1,0.01,0.20,2.77,0.00,0.01,0.25,0,0.00
541,Entry Long,Long,2024-06-06 10:30,3.94700,1,0.01,0.20,2.77,0.00,0.01,0.25,0,0.00
540,Exit Short,Close entry(s) order Short,2024-06-06 07:00,3.94300,1,0.004,0.10,2.76,0.00,0.01,0.17,0,0.00
540,Entry Short,Short,2024-06-06 03:30,3.94700,1,0.004,0.10,2.76,0.00,0.01,0.17,0,0.00
539,Exit Short,Close entry(s) order Short,2024-06-06 03:00,3.94800,1,0,0.00,2.76,0.00,0.002,0.05,0.001,0.03
539,Entry Short,Short,2024-06-05 21:00,3.94800,1,0,0.00,2.76,0.00,0.002,0.05,0.001,0.03
538,Exit Short,Close entry(s) order Short,2024-06-05 17:00,3.94800,1,0.02,0.43,2.76,0.00,0.02,0.48,0,0.00
538,Entry Short,Short,2024-06-05 14:30,3.96500,1,0.02,0.43,2.76,0.00,0.02,0.48,0,0.00
537,Exit Long,Short,2024-06-05 14:30,3.96500,1,0.003,0.08,2.74,0.00,0.01,0.15,0.001,0.02
537,Entry Long,Long,2024-06-05 11:00,3.96200,1,0.003,0.08,2.74,0.00,0.01,0.15,0.001,0.02
536,Exit Short,Long,2024-06-05 11:00,3.96200,1,-0.003,-0.08,2.74,0.00,0.002,0.05,0.003,0.08
536,Entry Short,Short,2024-06-05 05:00,3.95900,1,-0.003,-0.08,2.74,0.00,0.002,0.05,0.003,0.08
535,Exit Long,Close entry(s) order Long,2024-06-04 20:30,3.96000,1,-0.001,-0.03,2.74,0.00,0.001,0.03,0.001,0.03
535,Entry Long,Long,2024-06-04 18:30,3.96100,1,-0.001,-0.03,2.74,0.00,0.001,0.03,0.001,0.03
534,Exit Short,Long,2024-06-04 18:30,3.96100,1,-0.005,-0.13,2.74,0.00,0,0.00,0.005,0.13
534,Entry Short,Short,2024-06-04 16:30,3.95600,1,-0.005,-0.13,2.74,0.00,0,0.00,0.005,0.13
533,Exit Long,Close entry(s) order Long,2024-06-04 14:00,3.95700,1,0.003,0.08,2.75,0.00,0.01,0.13,0,0.00
533,Entry Long,Long,2024-06-04 13:30,3.95400,1,0.003,0.08,2.75,0.00,0.01,0.13,0,0.00
532,Exit Long,Close entry(s) order Long,2024-06-04 13:00,3.94800,1,0.02,0.64,2.75,0.00,0.03,0.66,0.001,0.03
532,Entry Long,Long,2024-06-04 10:00,3.92300,1,0.02,0.64,2.75,0.00,0.03,0.66,0.001,0.03
531,Exit Short,Close entry(s) order Short,2024-06-04 08:30,3.91800,1,0.01,0.13,2.72,0.00,0.01,0.20,0,0.00
531,Entry Short,Short,2024-06-03 23:00,3.92300,1,0.01,0.13,2.72,0.00,0.01,0.20,0,0.00
530,Exit Short,Close entry(s) order Short,2024-06-03 21:30,3.92700,1,0.02,0.53,2.72,0.00,0.02,0.56,0.002,0.05
530,Entry Short,Short,2024-06-03 15:00,3.94800,1,0.02,0.53,2.72,0.00,0.02,0.56,0.002,0.05
529,Exit Long,Close entry(s) order Long,2024-06-03 14:30,3.95300,1,0.01,0.30,2.70,0.00,0.01,0.36,0,0.00
529,Entry Long,Long,2024-06-03 09:30,3.94100,1,0.01,0.30,2.70,0.00,0.01,0.36,0,0.00
528,Exit Long,Close entry(s) order Long,2024-06-03 01:00,3.94000,1,-0.001,-0.03,2.68,0.00,0.001,0.03,0.001,0.03
528,Entry Long,Long,2024-05-31 22:00,3.94100,1,-0.001,-0.03,2.68,0.00,0.001,0.03,0.001,0.03
527,Exit Long,Close entry(s) order Long,2024-05-31 19:30,3.93800,1,0.02,0.43,2.68,0.00,0.02,0.50,0,0.00
527,Entry Long,Long,2024-05-31 16:30,3.92100,1,0.02,0.43,2.68,0.00,0.02,0.50,0,0.00
526,Exit Short,Close entry(s) order Short,2024-05-31 16:00,3.91800,1,0.003,0.08,2.67,0.00,0.005,0.13,0,0.00
526,Entry Short,Short,2024-05-31 15:30,3.92100,1,0.003,0.08,2.67,0.00,0.005,0.13,0,0.00
525,Exit Short,Close entry(s) order Short,2024-05-31 15:30,3.92800,1,0.03,0.76,2.66,0.00,0.03,0.78,0,0.00
525,Entry Short,Short,2024-05-31 09:00,3.95800,1,0.03,0.76,2.66,0.00,0.03,0.78,0,0.00
524,Exit Long,Close entry(s) order Long,2024-05-31 08:30,3.96100,1,0.01,0.15,2.63,0.00,0.01,0.23,0.001,0.01
524,Entry Long,Long,2024-05-31 03:00,3.95500,1,0.01,0.15,2.63,0.00,0.01,0.23,0.001,0.01
523,Exit Short,Close entry(s) order Short,2024-05-30 18:30,3.94700,1,0.02,0.63,2.63,0.00,0.03,0.68,0,0.00
523,Entry Short,Short,2024-05-30 10:00,3.97200,1,0.02,0.63,2.63,0.00,0.03,0.68,0,0.00
522,Exit Long,Close entry(s) order Long,2024-05-30 10:00,3.97300,1,0.004,0.10,2.60,0.00,0.01,0.15,0,0.00
522,Entry Long,Long,2024-05-30 08:30,3.96900,1,0.004,0.10,2.60,0.00,0.01,0.15,0,0.00
521,Exit Long,Close entry(s) order Long,2024-05-30 00:30,3.96100,1,0.04,0.94,2.60,0.00,0.04,0.99,0,0.00
521,Entry Long,Long,2024-05-29 14:00,3.92400,1,0.04,0.94,2.60,0.00,0.04,0.99,0,0.00
520,Exit Long,Close entry(s) order Long,2024-05-29 12:00,3.92300,1,0.003,0.08,2.56,0.00,0.01,0.13,0,0.00
520,Entry Long,Long,2024-05-29 11:00,3.92000,1,0.003,0.08,2.56,0.00,0.01,0.13,0,0.00
519,Exit Long,Close entry(s) order Long,2024-05-29 11:00,3.91800,1,0.005,0.13,2.56,0.00,0.01,0.22,0,0.00
519,Entry Long,Long,2024-05-28 21:00,3.91300,1,0.005,0.13,2.56,0.00,0.01,0.22,0,0.00
518,Exit Long,Close entry(s) order Long,2024-05-28 18:30,3.91100,1,0.002,0.05,2.55,0.00,0.01,0.18,0,0.00
518,Entry Long,Long,2024-05-28 16:30,3.90900,1,0.002,0.05,2.55,0.00,0.01,0.18,0,0.00
517,Exit Short,Close entry(s) order Short,2024-05-28 16:30,3.90800,1,0.005,0.13,2.55,0.00,0.01,0.20,0,0.00
517,Entry Short,Short,2024-05-28 12:30,3.91300,1,0.005,0.13,2.55,0.00,0.01,0.20,0,0.00
516,Exit Long,Short,2024-05-28 12:30,3.91300,1,-0.002,-0.05,2.55,0.00,0.002,0.05,0.002,0.05
516,Entry Long,Long,2024-05-28 11:30,3.91500,1,-0.002,-0.05,2.55,0.00,0.002,0.05,0.002,0.05
515,Exit Short,Close entry(s) order Short,2024-05-28 11:30,3.91400,1,0.004,0.10,2.55,0.00,0.01,0.18,0,0.00
515,Entry Short,Short,2024-05-28 05:30,3.91800,1,0.004,0.10,2.55,0.00,0.01,0.18,0,0.00
514,Exit Long,Close entry(s) order Long,2024-05-28 04:30,3.92100,1,0.003,0.08,2.55,0.00,0.01,0.18,0,0.00
514,Entry Long,Long,2024-05-27 14:00,3.91800,1,0.003,0.08,2.55,0.00,0.01,0.18,0,0.00
513,Exit Short,Close entry(s) order Short,2024-05-27 13:00,3.91600,1,0.001,0.03,2.54,0.00,0.003,0.08,0,0.00
513,Entry Short,Short,2024-05-27 12:30,3.91700,1,0.001,0.03,2.54,0.00,0.003,0.08,0,0.00
512,Exit Short,Close entry(s) order Short,2024-05-27 00:00,3.92100,1,-0.001,-0.03,2.54,0.00,0,0.00,0.001,0.03
512,Entry Short,Short,2024-05-27 00:00,3.92000,1,-0.001,-0.03,2.54,0.00,0,0.00,0.001,0.03
511,Exit Short,Close entry(s) order Short,2024-05-24 22:30,3.92000,1,0.001,0.03,2.54,0.00,0.002,0.05,0,0.00
511,Entry Short,Short,2024-05-24 19:00,3.92100,1,0.001,0.03,2.54,0.00,0.002,0.05,0,0.00
510,Exit Short,Close entry(s) order Short,2024-05-24 16:30,3.92500,1,0.02,0.43,2.54,0.00,0.02,0.48,0,0.00
510,Entry Short,Short,2024-05-24 10:00,3.94200,1,0.02,0.43,2.54,0.00,0.02,0.48,0,0.00
509,Exit Long,Close entry(s) order Long,2024-05-23 23:30,3.94400,1,0.01,0.20,2.52,0.00,0.01,0.29,0.001,0.03
509,Entry Long,Long,2024-05-23 19:30,3.93600,1,0.01,0.20,2.52,0.00,0.01,0.29,0.001,0.03
508,Exit Short,Close entry(s) order Short,2024-05-23 16:30,3.93000,1,0.01,0.35,2.52,0.00,0.02,0.43,0,0.00
508,Entry Short,Short,2024-05-23 10:30,3.94400,1,0.01,0.35,2.52,0.00,0.02,0.43,0,0.00
507,Exit Long,Close entry(s) order Long,2024-05-23 10:30,3.94600,1,0.003,0.08,2.50,0.00,0.005,0.13,0,0.00
507,Entry Long,Long,2024-05-23 09:30,3.94300,1,0.003,0.08,2.50,0.00,0.005,0.13,0,0.00
506,Exit Long,Close entry(s) order Long,2024-05-23 05:30,3.94000,1,0.01,0.15,2.50,0.00,0.01,0.25,0,0.00
506,Entry Long,Long,2024-05-22 21:00,3.93400,1,0.01,0.15,2.50,0.00,0.01,0.25,0,0.00
505,Exit Short,Close entry(s) order Short,2024-05-22 20:30,3.93100,1,0.004,0.10,2.49,0.00,0.01,0.20,0,0.00
505,Entry Short,Short,2024-05-22 17:30,3.93500,1,0.004,0.10,2.49,0.00,0.01,0.20,0,0.00
504,Exit Long,Close entry(s) order Long,2024-05-22 16:00,3.94000,1,0.02,0.56,2.49,0.00,0.02,0.62,0,0.00
504,Entry Long,Long,2024-05-22 11:00,3.91800,1,0.02,0.56,2.49,0.00,0.02,0.62,0,0.00
503,Exit Short,Long,2024-05-22 11:00,3.91800,1,-0.001,-0.03,2.47,0.00,0,0.00,0.001,0.03
503,Entry Short,Short,2024-05-22 11:00,3.91700,1,-0.001,-0.03,2.47,0.00,0,0.00,0.001,0.03
502,Exit Long,Short,2024-05-22 11:00,3.91700,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
502,Entry Long,Long,2024-05-22 08:30,3.91700,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
501,Exit Short,Long,2024-05-22 08:30,3.91700,1,0,0.00,2.47,0.00,0.001,0.03,0.001,0.03
501,Entry Short,Short,2024-05-22 08:00,3.91700,1,0,0.00,2.47,0.00,0.001,0.03,0.001,0.03
500,Exit Long,Short,2024-05-22 08:00,3.91700,1,0,0.00,2.47,0.00,0.001,0.03,0.001,0.03
500,Entry Long,Long,2024-05-22 04:30,3.91700,1,0,0.00,2.47,0.00,0.001,0.03,0.001,0.03
499,Exit Short,Long,2024-05-22 04:30,3.91700,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
499,Entry Short,Short,2024-05-22 00:00,3.91700,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
498,Exit Long,Close entry(s) order Long,2024-05-21 17:30,3.91800,1,0.001,0.03,2.47,0.00,0.004,0.10,0,0.00
498,Entry Long,Long,2024-05-21 15:00,3.91700,1,0.001,0.03,2.47,0.00,0.004,0.10,0,0.00
497,Exit Short,Long,2024-05-21 15:00,3.91700,1,-0.001,-0.03,2.47,0.00,0.001,0.04,0.001,0.03
497,Entry Short,Short,2024-05-21 15:00,3.91600,1,-0.001,-0.03,2.47,0.00,0.001,0.04,0.001,0.03
496,Exit Long,Short,2024-05-21 15:00,3.91600,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
496,Entry Long,Long,2024-05-21 12:30,3.91600,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
495,Exit Short,Long,2024-05-21 12:30,3.91600,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
495,Entry Short,Short,2024-05-21 11:30,3.91600,1,0,0.00,2.47,0.00,0,0.00,0.001,0.03
494,Exit Long,Short,2024-05-21 11:30,3.91600,1,-0.001,-0.03,2.47,0.00,0.002,0.06,0.002,0.05
494,Entry Long,Long,2024-05-21 00:00,3.91700,1,-0.001,-0.03,2.47,0.00,0.002,0.06,0.002,0.05
493,Exit Short,Close entry(s) order Short,2024-05-20 23:00,3.91500,1,0.001,0.03,2.47,0.00,0.003,0.08,0,0.00
493,Entry Short,Short,2024-05-20 16:30,3.91600,1,0.001,0.03,2.47,0.00,0.003,0.08,0,0.00
492,Exit Long,Short,2024-05-20 16:30,3.91600,1,-0.003,-0.08,2.47,0.00,0.001,0.03,0.003,0.08
492,Entry Long,Long,2024-05-20 15:00,3.91900,1,-0.003,-0.08,2.47,0.00,0.001,0.03,0.003,0.08
491,Exit Short,Close entry(s) order Short,2024-05-20 15:00,3.91700,1,-0.001,-0.03,2.47,0.00,0.001,0.03,0.001,0.03
491,Entry Short,Short,2024-05-20 13:00,3.91600,1,-0.001,-0.03,2.47,0.00,0.001,0.03,0.001,0.03
490,Exit Short,Close entry(s) order Short,2024-05-20 12:00,3.91800,1,-0.001,-0.03,2.47,0.00,0.002,0.04,0.001,0.03
490,Entry Short,Short,2024-05-20 12:00,3.91700,1,-0.001,-0.03,2.47,0.00,0.002,0.04,0.001,0.03
489,Exit Short,Close entry(s) order Short,2024-05-20 10:30,3.91700,1,0.001,0.03,2.47,0.00,0.003,0.07,0,0.00
489,Entry Short,Short,2024-05-20 06:00,3.91800,1,0.001,0.03,2.47,0.00,0.003,0.07,0,0.00
488,Exit Short,Close entry(s) order Short,2024-05-20 00:00,3.92100,1,0.01,0.23,2.47,0.00,0.01,0.29,0,0.00
488,Entry Short,Short,2024-05-17 16:00,3.93000,1,0.01,0.23,2.47,0.00,0.01,0.29,0,0.00
487,Exit Long,Close entry(s) order Long,2024-05-17 15:30,3.93400,1,0.01,0.18,2.46,0.00,0.01,0.25,0,0.00
487,Entry Long,Long,2024-05-17 11:00,3.92700,1,0.01,0.18,2.46,0.00,0.01,0.25,0,0.00
